protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005081004694_Drosophila_kikkawai_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.84916,0.4082568807339449,0.759464233,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.9001,0.4098360655737705,0.7695402069999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.89917,0.5222672064777327,1.197286858,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.89525,0.7020408163265306,2.4635492030000004,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005081004694_Drosophila_kikkawai_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.87697,0.7201646090534979,2.511576741,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.88092,0.7418032786885246,2.6664087699999994,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.89923,0.3522267206477733,0.557599499,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.89774,0.3724696356275303,0.5774625950000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.87719,0.7377049180327868,2.685245887,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.8649,0.7295081967213115,2.697753506,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.90551,0.3481781376518218,0.5644946070000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.87388,0.7242798353909465,2.64471019,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.89759,0.3522267206477733,0.587841422,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.8773,0.7148760330578512,2.697841571,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.8955,0.5183673469387755,1.290435113,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88855,0.5551020408163265,1.4948498579999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.86935,0.7119341563786008,2.596070859,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.89603,0.3562753036437247,0.599483023,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012188_Drosophila_mauritiana_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86415,0.7418032786885246,2.4401066790000003,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005082012188_Drosophila_mauritiana_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.87022,0.6748971193415638,2.017334904,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88562,0.7231404958677685,2.303264236,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.91775,0.1967871485943775,0.334208854,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88599,0.6995884773662551,2.5005358680000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.87824,0.6816326530612244,2.062671782,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005082012188_Drosophila_mauritiana_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.94943,0.128,0.191420494,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.89756,0.2048192771084337,0.4382184899999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.81238,0.6519823788546255,2.010504488,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.93545,0.0639999999999999,0.096674451,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.85431,0.7201646090534979,2.448524161,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.92536,0.1079999999999999,0.193846899,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86486,0.6954732510288066,2.5475894240000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84443,0.6933333333333334,2.568730442,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.94673,0.1119999999999999,0.141244892,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88913,0.1283185840707964,0.29039799,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.83796,0.7035398230088495,2.099997226,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.93292,0.0639999999999999,0.078615811,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.86606,0.7037037037037037,2.443480611,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.84914,0.7078189300411523,2.435381732,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.8667,0.6995884773662551,2.448666134,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.92981,0.052,0.056664179,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.93239,0.0919999999999999,0.105774335,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.80225,0.7167381974248928,2.2633466710000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.94152,0.1854838709677418,0.412502791,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.87253,0.7066115702479339,2.057765246,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.89195,0.7201646090534979,2.3435027300000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.85871,0.7201646090534979,2.3435027300000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.93762,0.172,0.271892808,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.89895,0.6844262295081966,2.090760803,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.91274,0.1847389558232931,0.3915712359999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.86496,0.6900826446280992,2.363579843,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.91137,0.1887550200803213,0.3317558209999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.83128,0.6696035242290749,2.010242022,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.93758,0.132,0.192324975,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.85183,0.7244444444444444,2.5931542640000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.85724,0.6956521739130435,2.353012402,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.915,0.1039999999999999,0.143636297,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.76316,0.7087378640776699,2.638835957,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.84341,0.7148760330578512,2.535043199,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.8631,0.7283950617283951,2.628842217,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.88062,0.7078189300411523,2.436370809,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.94035,0.012,0.01172466,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.86511,0.7037037037037037,2.4356957580000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.87223,0.7283950617283951,2.2796069300000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.90496,0.176,0.240045038,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.91106,0.2128514056224899,0.440621836,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.83192,0.6624472573839663,2.059159977,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.91515,0.2048192771084337,0.4222636279999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.88188,0.6570247933884297,2.0223193310000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.86614,0.6776859504132231,2.123542441,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.91445,0.1767068273092369,0.3608479599999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.86998,0.6652892561983471,2.007737635,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.88224,0.7119341563786008,2.3292380840000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.84577,0.6639676113360324,2.098336627,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005082012188_Drosophila_mauritiana_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.95005,0.1919999999999999,0.267812657,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.87721,0.7283950617283951,2.2756791250000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.97317,0.176,0.240045038,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.94627,0.0759999999999999,0.0841642659999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.94641,0.036,0.035502757,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.85372,0.7078189300411523,2.4356623610000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.9273,0.012,0.011755266,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.86602,0.7037037037037037,2.4317732210000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90419,0.1159999999999999,0.163118732,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.81512,0.7110091743119267,2.505364734,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.85134,0.7166666666666667,2.430146432,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.87217,0.7242798353909465,2.2999346030000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.86329,0.6720647773279352,2.06479076,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005082012188_Drosophila_mauritiana_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.90295,0.18,0.25339248,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.91787,0.0679999999999999,0.093300201,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.86676,0.7078189300411523,2.3938122340000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.86039,0.7160493827160495,2.41367533,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.89927,0.0799999999999999,0.1121373179999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.8913,0.0799999999999999,0.1246449369999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.87314,0.7078189300411523,2.400707342,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.94311,0.024,0.023678707,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.85634,0.6954732510288066,2.4240541570000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.96039,0.1767068273092369,0.3608479599999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.87129,0.6735537190082644,2.0348991,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88277,0.6885245901639344,2.2393138450000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.95418,0.172,0.259077248,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005082012188_Drosophila_mauritiana_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.87082,0.7037037037037037,2.4356957580000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.919,0.782258064516129,3.22239215,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005082012529_Drosophila_mauritiana_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.94596,0.4435483870967742,1.080399509,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.89012,0.5040650406504066,1.2945387410000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.8759,0.6942148760330579,2.478731057,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91508,0.3253012048192771,0.562163959,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90045,0.6844262295081966,2.268958817,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005082012529_Drosophila_mauritiana_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.9063,0.7078189300411523,2.443328309,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.88268,0.6983471074380165,2.582740693,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.84183,0.4458874458874459,1.073569093,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.88588,0.7160493827160495,2.477311612,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.91048,0.2016129032258065,0.27095298,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.86136,0.6995884773662551,2.445754714,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.89558,0.3346774193548387,0.609217515,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.88724,0.331858407079646,0.5400462990000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.89477,0.6954732510288066,2.356865389,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.84698,0.6977777777777778,2.434920193,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.88066,0.4469026548672566,1.163061831,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.88836,0.7078189300411523,2.459252972,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005082012529_Drosophila_mauritiana_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.91122,0.1935483870967742,0.26590943,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.91794,0.0725806451612903,0.0736163589999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005082012529_Drosophila_mauritiana_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.92832,0.1774193548387096,0.2389648589999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
